handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_6c00d181-9541-b51b-5fce-c3e8f77e20c3,Variant,,,,,,,,,false,,,InStock,,,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6c00d181-9541-b51b-5fce-c3e8f77e20c3,Variant,,,,,,,,87.2,true,,,InStock,,,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01bf4644-7760-5b5d-ea7a-4710be23ad05,Product,Keep it Movin' Diner Mug,"<p>The Boast diner mug has finally arrived! &nbsp;The Keep it Movin' diner mug has been in the works for quite a while now, we just wanted to get it right.</p><p>&nbsp;</p><p>So Honored to work with one of our favorite mural artist, Gary Lee/Gary Draws Fish from Hawaii, who blessed us with the ""Coffee Bean Fish"", and the talented Alissa Rosete / Sup with the awesome typography.</p><p>&nbsp;</p><p>It's been a rough couple of years, but let's ""Keep it Movin'"" with the help of some Good Delicious Coffee and Good Company.</p><p>&nbsp;</p><p>- - - - - - - -</p><p>&nbsp;</p><p>Description - 10oz ceramic mug</p><p>&nbsp;</p><p>OR</p><p>&nbsp;</p><p>SAVE 20&nbsp;% ***Get the Combo pack and Save: New mug &amp; New Keep it Movin' Blend - 10oz&nbsp; or 16oz Coffee Bag&nbsp;***</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",d59a0c_b65d96018e884634b84a367ef55b4d44~mv2.png;d59a0c_77199e85b83940a6885f6a5ebc754014~mv2.png;d59a0c_a607e7f949cb47f193f4aac7a1d8dd0d~mv2.png;d59a0c_5bc2be4f66774b4490592f588c0d5e04~mv2.png;d59a0c_0100d9782ee34ea2adc24bfcee922591~mv2.jpg;d59a0c_8a27a9943e3543e382226a6293819b04~mv2.png,Swag,,,15.5,,true,PERCENT,0.0,0,,,Keep it Movin',DROP_DOWN,Diner Mug;Mug + 10oz Bag;Mug + 16oz Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01bf4644-7760-5b5d-ea7a-4710be23ad05,Variant,,,,,,,,,true,,,5,1.5,,,,Diner Mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01bf4644-7760-5b5d-ea7a-4710be23ad05,Variant,,,,,,,,12.5,true,,,5,2.0,,,,Mug + 10oz Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_01bf4644-7760-5b5d-ea7a-4710be23ad05,Variant,,,,,,,,22.5,true,,,5,3.0,,,,Mug + 16oz Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bfe00b30-a1df-89c5-c1ba-519503078f21,Product,Keep it Movin' Blend,"<p>Sometimes life throws us curveballs, but let's Keep it Movin' with some delicious coffee.</p><p>&nbsp;</p><p>Our new delicious Blend features  - Natural Peru Palto and Mexico Basilio (75% Peru + 25% Mexico)</p><p>&nbsp;</p><p>***Pick up our exclusive new Keep it Movin' diner mug to enjoy with this new blend - - Check out the Swag section***</p><p>- - - SAVE 20 % when you Get the Combo pack - - -</p><p>&nbsp;</p><p>** To fully experience all the wonderful flavor notes, we roast this blend on the lighter side**</p><p>&nbsp;</p><p>(Weekly Roast day: Monday )</p><p>&nbsp;</p><p>- - - - - - - - - - - - - - - - - - - - - - - - -</p><p>&nbsp;</p><p>Certifications: Fair Trade, Organic</p><p>Tasting Notes: Berry, Toffee, Citrus</p><p>&nbsp;</p><p>Origin: Guatemala Flor de Cafe &amp; Mexico Chiapas</p>",d59a0c_202db9f621394a209168dfe41f1f2489~mv2.jpg;d59a0c_b65d96018e884634b84a367ef55b4d44~mv2.png;d59a0c_8535a82db60b4faaba0cdf6d575a1583~mv2_d_2623_2623_s_4_2.jpg;d59a0c_a5abb6813c784c2eac52c93a39cad4cf~mv2_d_2250_1500_s_2.jpg,Coffee Beans,,,20.0,,true,PERCENT,0.0,InStock,,,Type,DROP_DOWN,Whole Bean;Ground,Size,DROP_DOWN,10 oz;16 oz;5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bfe00b30-a1df-89c5-c1ba-519503078f21,Variant,,,,,,,,122.0,true,,,InStock,,,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bfe00b30-a1df-89c5-c1ba-519503078f21,Variant,,,,,,,,,false,,,InStock,,,,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bfe00b30-a1df-89c5-c1ba-519503078f21,Variant,,,,,,,,,true,,,InStock,,,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bfe00b30-a1df-89c5-c1ba-519503078f21,Variant,,,,,,,,12.0,true,,,InStock,,,,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bfe00b30-a1df-89c5-c1ba-519503078f21,Variant,,,,,,,,,true,,,InStock,,,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bfe00b30-a1df-89c5-c1ba-519503078f21,Variant,,,,,,,,12.0,true,,,InStock,,,,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_46a5e651-8d5d-d38a-c6fe-16c9cae836c9,Product,Apple Brandy Barrel Aged Coffee Beans,"<p>&nbsp;- - SPECIAL LIMITED RELEASE - - Super Stoked for&nbsp;another Barrel Aged coffee collaboration, this time&nbsp;with&nbsp;our friends over at Almanac Brewing (Alameda, CA)! &nbsp;&nbsp;It's&nbsp;the perfect combination of our favorite Guatemala Cimarron and Guatemala Ayarza Washed Coffee, patiently&nbsp;aged in an Apple Brandy Barrel which also held a Stout from Almanac Brewing. &nbsp;Don't miss out on this one!</p><p>&nbsp;</p><p>The&nbsp;Apple Brandy Barrel&nbsp;brings a&nbsp;smooth, creamy, chocolate covered apple flavor profile,&nbsp;with baking spices to finish it off.</p><p>&nbsp;</p><p>Thanks to our friends at Almanac Brewing and Brewmaster Phil&nbsp;for the gorgeous Apple Brandy Barrel and their AMAZING Brews. Some of the BEST barrel aged Beers around!</p><p>&nbsp;</p><p>So many incredible aromas and flavors are&nbsp;brought out of the coffee bean during the barrel aging process. The coffee bean continues to amaze us with so many different flavor levels to unpack.&nbsp; We have LIMITED Batches available, so order yours TODAY!</p><p>&nbsp;</p><p>(Weekly Roast days: Monday &amp; Thursday)</p><p>&nbsp;</p><p>Certifications: Fair Trade USA, Organic USDA</p><p>Aroma: &nbsp;Chocolate,&nbsp;Baking Spices, Sweetness</p><p>Tasting Notes:&nbsp;Chocolate Covered Apple, Baking Spices</p><p>&nbsp;</p><p>Origin: Guatemala</p><p>Region: Acatenango, San Martin Jilotepeque, Coban and Atitlan</p><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;</p><p>Producer: Asproguate&nbsp;</p><p>Processing: Fully washed</p><p>Coffee Grade: SHB</p><p>Variety: Bourbon, Caturra</p><p>Growing Altitude:&nbsp;1900+</p><p>Cupping score: 85</p><p>======================</p><p>Origin: Guatemala</p><ul>	<li>	<p>Region - Laguna De Ayarza</p>	</li></ul><p>- - - - - - - - - - - - - - - - - - - - -&nbsp;</p><p>Producer:&nbsp;Cooperativa El Porvenir</p><p>Processing:&nbsp;Washed&nbsp;</p><p>Coffee Grade: SHB</p><p>Variety: Bourbon, Caturra,&nbsp;and Typica</p><p>Growing Altitude 1800</p><p>Top Lots: Highest Scoring Spots</p><p>&nbsp;</p><p>&nbsp;</p>",d59a0c_4e32c09396f04a41ae432cc22a8ae7ce~mv2.png;d59a0c_71e2e30bfbe14385b4cc988244a1d808~mv2.jpg;d59a0c_2200c9be9668481cbad33e784361a0db~mv2.jpg,Coffee Beans,,Special Release,22.5,,false,PERCENT,0.0,0,,,Type,DROP_DOWN,Whole Bean;Ground,Size,DROP_DOWN,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_46a5e651-8d5d-d38a-c6fe-16c9cae836c9,Variant,,,,,,,,,true,,,0,0.625,,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_46a5e651-8d5d-d38a-c6fe-16c9cae836c9,Variant,,,,,,,,,true,,,1,0.625,,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Product,"Peru, Cajamarca","<p>** To fully experience all the wonderful flavor notes, Light or Medium Roast is recommended **</p><p>(Weekly Roast days: Monday &amp; Thursday)</p><p>&nbsp;</p><p>Certifications: Fair Trade, Organic</p><p>Tasting Notes:&nbsp;Dark Chocolate, Black Cherry, Toffee, Honey</p><p>&nbsp;</p><p>Origin: Peru</p><p>Region: Laguna De Los Condores Cooperative</p><p>- - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;</p><p>Plant Species: Arabica</p><p>Processing: Washed</p><p>Coffee Grade: &nbsp;PER CA WA SHB MCM G1</p><p>Variety: Caturra, Bourbon, Catuai, Pache, and Typica</p><p>Growing Altitude: 1500-1900m</p><p>Top Lots: Highest Scoring Spots</p><p>&nbsp;</p><p>&nbsp;</p>",d59a0c_a94878083caa4b2cb15f8b8b69dcea46~mv2.png;d59a0c_8535a82db60b4faaba0cdf6d575a1583~mv2_d_2623_2623_s_4_2.jpg;d59a0c_a5abb6813c784c2eac52c93a39cad4cf~mv2_d_2250_1500_s_2.jpg,Coffee Beans,,,16.0,,false,PERCENT,0.0,0,,,Roast,DROP_DOWN,Light;Medium,Type,DROP_DOWN,Whole Bean;Ground,Size,DROP_DOWN,10 oz;16 oz;5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,9.6,true,,,0,1.0,,,,Light,,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,,true,,,0,0.625,,,,Light,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,,false,,,0,,,,,Light,,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,,true,,,0,0.625,,,,Light,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,,false,,,0,,,,,Medium,,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,9.6,true,,,0,1.0,,,,Medium,,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,9.6,true,,,0,1.0,,,,Light,,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,,true,,,0,0.625,,,,Medium,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,,true,,,0,0.625,,,,Medium,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,9.6,true,,,0,1.0,,,,Medium,,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,97.9,true,,,0,5.0,,,,Medium,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_094c588c-0555-c2bc-df6e-d1d84f81f7c9,Variant,,,,,,,,97.9,true,,,0,5.0,,,,Light,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de069403-5071-ca21-fd03-45660f8c7157,Product,Mexico Grupo Terruño Nayarita Procaa,"<p>** To fully experience all the wonderful flavor notes, this bean is roasted on the Lighter side&nbsp;**</p><p>(Weekly Roast days: Monday &amp; Thursday)</p><p>&nbsp;</p><p>Certifications: Fair Trade, Organic</p><p>Tasting Notes: Almond Roca, Blackberry, Orange</p><p>&nbsp;</p><p>Origin: Mexico</p><p>Municipality: El Cuarenteño, Xalisco, Nayarit, Mexico</p><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;</p><p>Producer: PROCAA, RIVIERA, BASILIO</p><p>Processing: Natural</p><p>Coffee Varieties:&nbsp;Catuai, Criollo, Caturra</p><p>Coffee Grade: SHG AP</p>",d59a0c_05896decee7a46d1a9418255fec5d859~mv2.jpg;d59a0c_a5abb6813c784c2eac52c93a39cad4cf~mv2_d_2250_1500_s_2.jpg;d59a0c_8535a82db60b4faaba0cdf6d575a1583~mv2_d_2623_2623_s_4_2.jpg,Coffee Beans,,,14.75,,false,PERCENT,0.0,InStock,,,Type,DROP_DOWN,Whole Bean;Ground,Size,DROP_DOWN,10 oz;16 oz;5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de069403-5071-ca21-fd03-45660f8c7157,Variant,,,,,,,,,true,,,OutOfStock,0.625,,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de069403-5071-ca21-fd03-45660f8c7157,Variant,,,,,,,,,true,,,OutOfStock,0.625,,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de069403-5071-ca21-fd03-45660f8c7157,Variant,,,,,,,,8.85,true,,,OutOfStock,1.0,,,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de069403-5071-ca21-fd03-45660f8c7157,Variant,,,,,,,,90.25,true,,,OutOfStock,5.0,,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de069403-5071-ca21-fd03-45660f8c7157,Variant,,,,,,,,90.25,false,,,InStock,,,,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de069403-5071-ca21-fd03-45660f8c7157,Variant,,,,,,,,8.85,true,,,OutOfStock,1.0,,,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Product,"Mexico,Terruño Nayarita Basilio","<p>** To fully experience all the wonderful flavor notes, this bean is roasted Medium and Vader ( Dark )&nbsp;side&nbsp;**</p><p>(Weekly Roast day: Monday )</p><p>&nbsp;</p><p>Certifications: Fair Trade, Organic</p><p>Tasting Notes:&nbsp;Almond, Citrus, Chocolate, Tobacco</p><p>&nbsp;</p><p>Origin: Mexico</p><p>Municipality: Presidio de los Reyes, Ruiz, Nayarit, Mexico</p><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;</p><p>Producer: CUERNO</p><p>Processing: Washed</p><p>Coffee Varieties:&nbsp;Catuai, Criollo, Caturra</p><p>Coffee Grade: SHG EP</p>",d59a0c_405fe495e1d645b4add81f23484650f4~mv2.jpg;d59a0c_a5abb6813c784c2eac52c93a39cad4cf~mv2_d_2250_1500_s_2.jpg;d59a0c_8535a82db60b4faaba0cdf6d575a1583~mv2_d_2623_2623_s_4_2.jpg,Coffee Beans,,,14.5,,false,PERCENT,0.0,InStock,,,Roast,DROP_DOWN,Light;Medium;Vader (Dark - Perfect for espresso),Type,DROP_DOWN,Whole Bean;Ground,Size,DROP_DOWN,10 oz;16 oz;5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,true,,,InStock,0.625,,,,Vader (Dark - Perfect for espresso),,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,88.7,true,,,InStock,5.0,,,,Light,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,false,,,InStock,,,,,Medium,,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,false,,,InStock,,,,,Vader (Dark - Perfect for espresso),,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,true,,,InStock,0.625,,,,Light,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,true,,,InStock,0.625,,,,Vader (Dark - Perfect for espresso),,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,false,,,InStock,,,,,Light,,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,true,,,InStock,0.625,,,,Medium,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,8.7,true,,,InStock,1.0,,,,Vader (Dark - Perfect for espresso),,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,8.7,true,,,InStock,1.0,,,,Medium,,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,8.7,true,,,InStock,1.0,,,,Medium,,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,8.7,true,,,InStock,1.0,,,,Vader (Dark - Perfect for espresso),,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,88.7,true,,,InStock,5.0,,,,Vader (Dark - Perfect for espresso),,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,88.7,true,,,InStock,5.0,,,,Medium,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,true,,,InStock,0.625,,,,Light,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,8.7,true,,,InStock,1.0,,,,Light,,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,8.7,true,,,InStock,1.0,,,,Light,,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1c69a4f9-719b-be21-6af4-40e21b49ba72,Variant,,,,,,,,,true,,,InStock,0.625,,,,Medium,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_dfaeeaa2-56c4-07f0-9d24-458fb4e1c63b,Product,Whiskey Barrel Aged Coffee,"<p>&nbsp;- - SPECIAL LIMITED RELEASE - - We have another Barrel Aged collaboration and we are excited about this one! &nbsp;&nbsp;It's&nbsp;the perfect combination of our favorite Guatemala Cimarron and Nicaragua Las Segovias&nbsp;coffee, patiently&nbsp;aged in a 7 Stills Chocasmoke&nbsp;Whiskey Barrel. &nbsp;Don't miss out on this one!</p><p>&nbsp;</p><p>The&nbsp;Chocosmoke Barrel brings out&nbsp;smooth, yet&nbsp;robust&nbsp;chocolate, smoky oak barrel notes,&nbsp;with hints of caramel, and a&nbsp;little peppery&nbsp;spice.</p><p>&nbsp;</p><p>Thanks to our friends at 7 Stills Brewery + Distillery&nbsp;for the gorgeous whiskey barrels and their amazing&nbsp;whiskeys. Some of the BEST whiskeys&nbsp;around!</p><p>&nbsp;</p><p>So many incredible aromas and flavors are&nbsp;brought out of the coffee bean during the barrel aging process. The coffee bean continues to amaze us with so many different flavor levels to unpack.&nbsp; We have LIMITED Batches available, so order yours TODAY!</p><p>&nbsp;</p><p>(Weekly Roast days: Monday &amp; Thursday)</p><p>&nbsp;</p><p>Certifications: Fair Trade USA, Organic USDA</p><p>Aroma: &nbsp;Chocolate,&nbsp;Bourbon, Smoky, Caramel</p><p>Tasting Notes:&nbsp;Chocolate,&nbsp;Spice, Creamy</p><p>&nbsp;</p><p>Origin: Guatemala</p><p>Region: Acatenango, San Martin Jilotepeque, Coban and Atitlan</p><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;</p><p>Producer: Asproguate&nbsp;</p><p>Processing: Fully washed</p><p>&nbsp;</p><p>Origin: Nicaragua</p><p>Region: Nueva Segovia</p><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;</p><p>Producer: Las Segovias Certified Organic Coffee&nbsp;Cooperative&nbsp;</p><p>Processing: Washed</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",d59a0c_b7b65f6bbd66486fa9d266e105b9c69a~mv2.png;d59a0c_211014126c3c4310aa775488c534f945~mv2.jpg;d59a0c_cd0bb90bdf8f42a690b18d0e29fa079d~mv2.png;d59a0c_5cef9938fba94dbd83838ca38adf6fba~mv2.jpg,Coffee Beans,,Special Release,22.5,,false,PERCENT,0.0,0,,,Type,DROP_DOWN,Whole Bean;Ground,Size,DROP_DOWN,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_dfaeeaa2-56c4-07f0-9d24-458fb4e1c63b,Variant,,,,,,,,,true,,,0,0.625,,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_dfaeeaa2-56c4-07f0-9d24-458fb4e1c63b,Variant,,,,,,,,,true,,,0,0.625,,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Product,"Peru, Valle Inca","<p>** To fully experience all the wonderful flavor notes, Light or Medium Roast is recommended **</p><p>(Weekly Roast days: Monday &amp; Thursday)</p><p>&nbsp;</p><p>Certifications: Fair Trade, Organic</p><p>Tasting Notes:&nbsp;Red Fruit, Pear, Chocolate, Almond</p><p>&nbsp;</p><p>Origin: Peru</p><p>Region: Valle Inca Coop / Calca South Peru</p><p>- - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;</p><p>Producer: Prudencio Vargas</p><p>Processing: Washed</p><p>Variety: Caturra, Bourbon, and Typica</p><p>Growing Altitude: 1500-1800</p><p>Top Lots: Highest Scoring Spots</p><p>&nbsp;</p><p>&nbsp;</p>",d59a0c_a5abb6813c784c2eac52c93a39cad4cf~mv2_d_2250_1500_s_2.jpg;d59a0c_8535a82db60b4faaba0cdf6d575a1583~mv2_d_2623_2623_s_4_2.jpg;d59a0c_19f86edeff8a48eda16986b099963097~mv2.jpg,Coffee Beans,,,13.5,,false,PERCENT,0.0,InStock,,,Roast,DROP_DOWN,Light;Medium,Type,DROP_DOWN,Whole Bean;Ground,Size,DROP_DOWN,10 oz;16 oz;5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,,false,,,InStock,,,,,Light,,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,,true,,,InStock,0.625,,,,Medium,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,8.1,true,,,InStock,1.0,,,,Medium,,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,8.1,true,,,InStock,1.0,,,,Light,,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,82.62,true,,,InStock,5.0,,,,Medium,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,,true,,,InStock,0.625,,,,Light,,,Ground,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,,false,,,InStock,,,,,Medium,,,Ground,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,,true,,,InStock,0.625,,,,Light,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,82.62,true,,,InStock,5.0,,,,Light,,,Whole Bean,,,5 lbs (11%Savings),,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,,true,,,InStock,0.625,,,,Medium,,,Whole Bean,,,10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,8.1,true,,,InStock,1.0,,,,Light,,,Whole Bean,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2e45bb32-b538-f825-5118-b2662fa220ec,Variant,,,,,,,,8.1,true,,,InStock,1.0,,,,Medium,,,Ground,,,16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
